period,max_z_change,threshold
3478,762.0294666379712,1000
3539,764.0532845945154,1000
3600,766.4397030840441,1000
30,23.161860547849926,900
90,64.65353193869845,900
151,102.19975603768796,900
211,136.7584701536756,900
272,170.7891135107934,900
332,202.62516041084996,900
393,231.91473993974375,900
453,259.44855861443364,900
514,285.96988009558015,900
574,309.9241935549469,900
635,333.09117728144156,900
695,354.6990490416754,900
756,374.8052001328657,900
816,393.567376332688,900
877,411.6007135164342,900
937,428.1862142416071,900
998,444.3776169920858,900
1058,459.8806572845175,900
1119,474.2950740882296,900
1179,488.50113214537066,900
1240,501.5117506205255,900
1300,513.728611981376,900
1361,525.1122381745772,900
1421,535.545584792864,900
1482,546.2270878576098,900
1542,556.1401351632558,900
1603,565.2129462268109,900
1663,574.1357164893357,900
1724,582.5578242428819,900
1784,590.5935478144394,900
1845,598.8465654523242,900
1905,605.6280853352276,900
1966,611.2643663963717,900
2026,617.5417088616313,900
2087,622.9740393255225,900
2147,628.4912028414084,900
2208,633.9969358590748,900
2268,639.0530342038263,900
2329,643.4763980860661,900
2389,648.5724510457657,900
2450,653.0914694714407,900
2510,657.108389470006,900
2571,661.1640294187654,900
2631,665.4023828843045,900
2692,669.0788978962788,900
2752,672.983798057894,900
2813,676.5285483754577,900
2873,679.8108418009732,900
2934,683.1673664838089,900
2994,686.4748254586699,900
3055,689.2919472922405,900
3115,692.5213897444486,900
3176,695.4459967812694,900
3236,698.2597830460185,900
3297,700.6990363830354,900
3357,703.4620846995566,900
3418,706.1816570590835,900
3478,707.9686109425053,900
3539,710.2067799564505,900
3600,712.44312700945,900
30,19.743079617215983,800
90,56.921695190165906,800
151,92.18504305396868,800
211,124.93537006582835,800
272,155.46273708353908,800
332,184.0069984455555,800
393,211.3181311059867,800
453,237.2063507459958,800
514,260.496199336308,800
574,282.96648345506594,800
635,304.39114220698764,800
695,323.26088403277026,800
756,342.30432147607587,800
816,359.9996437579973,800
877,375.80798984490116,800
937,392.4135543162953,800
998,407.2051683618158,800
1058,421.5746604972802,800
1119,435.21759114166866,800
1179,447.7543352997294,800
1240,459.7911438438989,800
1300,470.96342340500144,800
1361,481.42309904037006,800
1421,491.216330196827,800
1482,501.11574363521925,800
1542,510.19551893448,800
1603,519.144214160987,800
1663,527.2651580066154,800
1724,535.7204733722582,800
1784,542.712666180671,800
1845,549.6996593731999,800
1905,555.5809403372825,800
1966,561.43509005479,800
2026,566.7068380963394,800
2087,572.3720047783488,800
2147,577.4454619497963,800
2208,582.505582709226,800
2268,587.2086299484374,800
2329,592.0778741193951,800
2389,596.2232378277988,800
2450,600.5262042931117,800
2510,604.3074030114515,800
2571,608.4880089740705,800
2631,612.387716486727,800
2692,615.6983078405365,800
2752,619.238091177501,800
2813,622.6681612084947,800
2873,626.4506350160102,800
2934,629.3688227587193,800
2994,632.3168144337726,800
3055,635.7436428242295,800
3115,637.9448627676179,800
3176,640.5495328558579,800
3236,643.6642280729004,800
3297,646.3305305101048,800
3357,648.4928831390735,800
3418,650.6088382642258,800
3478,652.2486665370254,800
3539,654.9438054847983,800
3600,657.5158024794368,800
30,15.96384883107828,600
90,43.70347523064379,600
151,70.66461010158935,600
211,96.50949280807595,600
272,120.27831998502711,600
332,142.3764405332057,600
393,163.91668890040262,600
453,183.11375756789528,600
514,201.92326002972868,600
574,221.66964956187542,600
635,235.75779696039478,600
695,252.05828888796088,600
756,266.90564438744195,600
816,281.29664207279154,600
877,295.1714032646148,600
937,307.5367761340128,600
998,319.76311243468047,600
1058,330.75579764479994,600
1119,341.23539597764,600
1179,351.60578203066996,600
1240,360.99707047874074,600
1300,370.284861765796,600
1361,379.39528710336333,600
1421,387.5167957967367,600
1482,395.7966563544692,600
1542,403.00386549733116,600
1603,410.004420197105,600
1663,416.6723803280164,600
1724,422.7606896863007,600
1784,428.2800637175203,600
1845,433.41255515119417,600
1905,438.8630595856346,600
1966,444.0188866523031,600
2026,448.69220859350105,600
2087,453.414380457348,600
2147,458.0083024729561,600
2208,461.9547754783746,600
2268,465.7900591378725,600
2329,470.1313921291321,600
2389,473.7953475429756,600
2450,477.3878295350239,600
2510,480.385649465092,600
2571,484.37568102377213,600
2631,487.51662817391434,600
2692,490.3296114530476,600
2752,493.17639760717043,600
2813,495.86928295690427,600
2873,498.0545459189425,600
2934,500.6321591438418,600
2994,503.71656410184664,600
3055,506.3779186795359,600
3115,508.6095045084005,600
3176,510.6828235843684,600
3236,512.7562907644722,600
3297,515.0136622116411,600
3357,517.5590525411369,600
3418,520.0175455775693,600
3478,521.8781692001073,600
3539,523.9191254048176,600
3600,525.2634452829586,600
30,14.304983333593555,550
90,42.60063735570998,550
151,66.41391888414694,550
211,90.36944571913159,550
272,112.27429849670307,550
332,131.8129704244203,550
393,151.92664319816572,550
453,169.74092239520928,550
514,192.79237492993389,550
574,205.3395837154751,550
635,219.89179711998588,550
695,234.30758199165427,550
756,248.72233719299504,550
816,261.930266946536,550
877,274.5903209543734,550
937,286.19615150101265,550
998,297.1036913796876,550
1058,307.7228936584693,550
1119,318.2281434067514,550
1179,327.5454942268075,550
1240,337.01273299066486,550
1300,345.84618258108844,550
1361,353.9386004576785,550
1421,362.0341889120963,550
1482,369.39280215393956,550
1542,376.0859880592333,550
1603,382.6911747210279,550
1663,388.55005215348024,550
1724,394.070835531394,550
1784,399.31531180716684,550
1845,404.634515795824,550
1905,409.68981521749276,550
1966,414.2943547627775,550
2026,419.2059010072293,550
2087,423.3734643770041,550
2147,427.7583676960254,550
2208,431.164653187249,550
2268,435.6317462652959,550
2329,439.42962425394296,550
2389,443.22254919088607,550
2450,446.0559877028828,550
2510,449.6783756120466,550
2571,452.80204730938124,550
2631,455.6267101736938,550
2692,458.5302287229539,550
2752,461.05596581776433,550
2813,463.38594833720947,550
2873,465.8011671532628,550
2934,468.05715701069437,550
2994,470.519286664981,550
3055,473.371194446839,550
3115,475.62083197193294,550
3176,478.0494806758892,550
3236,480.0287992272364,550
3297,481.94524223421365,550
3357,483.64981572155386,550
3418,486.12816980961463,550
3478,487.7966338185221,550
3539,489.84655326890436,550
3600,491.39290110045033,550
30,13.276963663639208,500
90,37.15723175739379,500
151,59.90395020177357,500
211,81.34501642261353,500
272,101.81339772436286,500
332,120.38455341925771,500
393,138.34999864829206,500
453,157.04204761971857,500
514,172.47887008239343,500
574,186.65012735838775,500
635,201.33698670566764,500
695,215.4389754500561,500
756,227.89683320085385,500
816,239.8223329178138,500
877,251.2347767871505,500
937,262.3405041852744,500
998,272.73849145261966,500
1058,282.38710173153913,500
1119,292.03010294270496,500
1179,301.3580202014489,500
1240,309.79653415558266,500
1300,317.82823420633144,500
1361,325.52577092233173,500
1421,332.2846701809817,500
1482,339.031680143622,500
1542,345.5207891366582,500
1603,351.0457088756285,500
1663,356.14758160806787,500
1724,361.82709975113414,500
1784,366.9317028254069,500
1845,371.7641455854251,500
1905,376.4419960743621,500
1966,381.21310665838246,500
2026,385.13665502526965,500
2087,389.66370997199306,500
2147,393.27280278223816,500
2208,397.1508267542297,500
2268,400.57968345434165,500
2329,404.06447849821484,500
2389,407.4849375610263,500
2450,411.255965645046,500
2510,413.9038695302288,500
2571,416.80337636281547,500
2631,419.68000541757146,500
2692,421.9359912993789,500
2752,424.3920116104532,500
2813,426.47697794451824,500
2873,428.76737612242437,500
2934,431.67520417090736,500
2994,434.0733420577344,500
3055,436.6781992010235,500
3115,438.4768051150845,500
3176,440.55263756008094,500
3236,442.52265090870173,500
3297,444.58228011762367,500
3357,446.6833050336779,500
3418,448.95558656010485,500
3478,450.0948713643704,500
3539,451.8199611282562,500
3600,453.69389568580004,500
30,13.290987977724171,450
90,34.861314289811844,450
151,54.811094286775074,450
211,74.40283433809782,450
272,92.83979231900116,450
332,115.27082355785797,450
393,128.23290998536095,450
453,141.40967709079155,450
514,155.6375797922043,450
574,170.00071308663792,450
635,182.92796615222528,450
695,195.20240858644604,450
756,207.2402609075383,450
816,217.91866428315245,450
877,228.74981226114107,450
937,238.70144382076876,450
998,248.43284444457674,450
1058,257.43651558269016,450
1119,266.44914671101276,450
1179,274.3730817890322,450
1240,282.4002447756176,450
1300,289.6444929398439,450
1361,296.2680156365967,450
1421,302.78104513168637,450
1482,308.7545945200934,450
1542,313.9470445501455,450
1603,319.63412725301737,450
1663,324.64503910045187,450
1724,329.7356873223074,450
1784,334.2562182818083,450
1845,339.19722569081364,450
1905,343.17353676005746,450
1966,347.8321034539849,450
2026,351.10754878491684,450
2087,355.599412231463,450
2147,359.1953228404011,450
2208,363.1085937402004,450
2268,365.9904772862494,450
2329,369.5387511299971,450
2389,372.47761374200195,450
2450,375.36002706209274,450
2510,378.35646258148336,450
2571,380.9341893975011,450
2631,383.03751887436397,450
2692,385.3475152186811,450
2752,387.69433142719686,450
2813,390.1239902507714,450
2873,392.97082551482345,450
2934,395.4223799819131,450
2994,397.64720460247713,450
3055,399.65114817777226,450
3115,401.82221078773614,450
3176,403.34465772423596,450
3236,405.6484262466993,450
3297,407.57141242465354,450
3357,409.3281834656941,450
3418,410.98994747693473,450
3478,412.3699822977012,450
3539,414.31368778263277,450
3600,415.9456311581689,450
30,12.20447275631659,400
90,29.734252596062788,400
151,47.97012937816942,400
211,68.43345581459562,400
272,82.69918956406923,400
332,97.83760909460159,400
393,112.4558255439432,400
453,126.58995334289182,400
514,139.95111006914112,400
574,152.34673430496434,400
635,164.24277338907984,400
695,174.92317695090094,400
756,185.70767126794726,400
816,195.93152914736902,400
877,205.45422819968007,400
937,214.72308071167515,400
998,223.71659233342814,400
1058,231.65006834782025,400
1119,239.8100750611834,400
1179,247.06502986794987,400
1240,253.80814654781807,400
1300,260.3048549225473,400
1361,266.2821892111391,400
1421,271.6260676184396,400
1482,277.03539127230704,400
1542,282.2299293403182,400
1603,287.340417958706,400
1663,291.86377050310955,400
1724,296.85699462391096,400
1784,300.89632868905653,400
1845,305.4432833259999,400
1905,308.72327938807564,400
1966,313.24427442753097,400
2026,316.9596729056469,400
2087,320.8644387786352,400
2147,323.6179304351805,400
2208,327.2459189614782,400
2268,330.25749662468195,400
2329,333.1736399570908,400
2389,336.0623732730004,400
2450,338.6679094996231,400
2510,340.89234309549136,400
2571,343.2933096001801,400
2631,345.5428643616548,400
2692,348.0215262757955,400
2752,350.8441796170704,400
2813,353.18470254263445,400
2873,355.5279458991116,400
2934,357.5442619061656,400
2994,359.49019930951965,400
3055,361.2010754751028,400
3115,363.58316665476275,400
3176,365.34010624941527,400
3236,367.28907594988857,400
3297,368.8569238271658,400
3357,370.237139892606,400
3418,372.24595292038805,400
3478,373.9645327882773,400
3539,374.9811778519646,400
3600,376.4706414378828,400
30,9.218173635480639,350
90,30.978916433793984,350
151,45.385509536235304,350
211,58.68859013687893,350
272,72.87872621760175,350
332,87.24180954250176,350
393,100.23367424391529,350
453,112.1873337743433,350
514,124.30957423791278,350
574,134.89835146373446,350
635,145.54494873678425,350
695,155.53475876949437,350
756,165.2451413008489,350
816,174.17329884913556,350
877,183.1360806521302,350
937,191.2542398303592,350
998,199.0878526199965,350
1058,206.0758440502035,350
1119,212.7227605882756,350
1179,219.23311525156612,350
1240,225.20981882091723,350
1300,230.19222432678316,350
1361,236.00815967851713,350
1421,241.0002102511478,350
1482,245.93202869709592,350
1542,250.66725387189638,350
1603,255.38396841210886,350
1663,259.4669781031347,350
1724,264.1659687921739,350
1784,267.48817843066956,350
1845,271.7873591110157,350
1905,275.26580881827465,350
1966,279.0755275179903,350
2026,282.0909589776039,350
2087,285.8615089908609,350
2147,288.53527564026774,350
2208,291.48929918584315,350
2268,294.534040451896,350
2329,297.02047426853017,350
2389,299.3819402126344,350
2450,301.86984997204627,350
2510,304.58797817246636,350
2571,307.437896034809,350
2631,309.4224106861434,350
2692,311.77226621412296,350
2752,313.61875508157107,350
2813,316.35717098625605,350
2873,318.7759699304213,350
2934,320.89705904688117,350
2994,322.5287835293095,350
3055,324.9470770553405,350
3115,325.87569199923564,350
3176,328.2140530961651,350
3236,329.8760476922155,350
3297,331.4920739288457,350
3357,333.0165622169893,350
3418,334.33090187455764,350
3478,336.00423363130676,350
3539,337.558621952523,350
3600,338.5719624929186,350
30,9.725566346055075,300
90,23.795996171391835,300
151,37.87973122917231,300
211,51.754462533256515,300
272,64.5549596037904,300
332,76.6409512284331,300
393,87.84866252513052,300
453,98.27194856557026,300
514,108.63996316975044,300
574,118.47769628045285,300
635,127.75285965138835,300
695,136.69541123676674,300
756,145.01063557286864,300
816,152.99427302461152,300
877,160.91509935372824,300
937,167.55804087960064,300
998,174.28160637534677,300
1058,180.43521306552418,300
1119,186.0066243277389,300
1179,190.99547563207022,300
1240,196.63160740338913,300
1300,201.75793285135944,300
1361,206.62936173749722,300
1421,211.21699151135647,300
1482,216.02206097595456,300
1542,219.7892795448912,300
1603,224.02371563539657,300
1663,227.89479856102173,300
1724,231.68261595842966,300
1784,235.2472221906704,300
1845,238.4572305502337,300
1905,242.20497718522768,300
1966,245.65547112869478,300
2026,248.38033835682506,300
2087,251.31015389197466,300
2147,254.221336372216,300
2208,256.7664285127071,300
2268,259.3536874260699,300
2329,262.17177641565377,300
2389,264.77673551244084,300
2450,267.3854863666925,300
2510,269.22616214235836,300
2571,271.1291908689602,300
2631,273.6627553903477,300
2692,276.2665859383492,300
2752,278.6834496884758,300
2813,280.63133259757615,300
2873,282.64248727216113,300
2934,283.98252746458206,300
2994,285.9949731581048,300
3055,287.645159988386,300
3115,289.4410491809663,300
3176,291.29827329829595,300
3236,292.9727659036655,300
3297,294.31155502832735,300
3357,295.60309146977806,300
3418,296.878284872716,300
3478,298.4008151722053,300
3539,299.83131154082366,300
3600,301.6973125047725,300
30,6.705389586991032,250
90,18.956845534120134,250
151,31.441507269706108,250
211,42.796140121510575,250
272,53.49528657625115,250
332,63.01601392475152,250
393,72.4752180894543,250
453,81.6324686777283,250
514,90.16783429865313,250
574,98.04642603062848,250
635,105.92184591637033,250
695,113.22768761522877,250
756,120.23999810332111,250
816,127.49666470208115,250
877,133.91870613919457,250
937,139.56070232374577,250
998,144.90257092009767,250
1058,150.77264426112197,250
1119,156.10282212555728,250
1179,160.32395217803753,250
1240,165.4257481844121,250
1300,169.7702128392359,250
1361,174.1895399526585,250
1421,178.42767768939234,250
1482,182.80303476148515,250
1542,186.9038870846157,250
1603,190.24946079224378,250
1663,194.0123792567431,250
1724,197.59129789215626,250
1784,200.86214796228967,250
1845,204.86803517454928,250
1905,207.32814148987347,250
1966,210.22104441185638,250
2026,212.97906095118879,250
2087,215.6449563929316,250
2147,218.2225382293608,250
2208,220.62478540068082,250
2268,223.11622305879462,250
2329,225.90998393853693,250
2389,228.21187904944918,250
2450,229.9874716532713,250
2510,232.45074480379776,250
2571,234.67849688281626,250
2631,236.5704199923846,250
2692,238.21807423569044,250
2752,240.4347392369932,250
2813,242.34556538223774,250
2873,243.79199027630057,250
2934,245.3387086809048,250
2994,246.93943424149666,250
3055,248.6164191451005,250
3115,249.8404905085324,250
3176,250.8156249841188,250
3236,251.87935646478468,250
3297,253.6129217381001,250
3357,254.75279311287613,250
3418,255.37204785483618,250
3478,256.01892079510026,250
3539,257.4689560365623,250
3600,258.0992862815631,250
30,6.128197475691877,200
90,15.777957493310623,200
151,25.399825156144743,200
211,34.43181993639223,200
272,43.503893736762166,200
332,51.495198423472175,200
393,59.81639634451517,200
453,67.06536398068306,200
514,73.97052501103644,200
574,80.55237780845539,200
635,86.56528103162123,200
695,92.11836846075812,200
756,97.2985886147253,200
816,102.65865676488829,200
877,107.79711563735725,200
937,112.3972858849346,200
998,117.31879361343192,200
1058,121.65708714904952,200
1119,125.76964269746293,200
1179,129.39809665005725,200
1240,133.87181446032457,200
1300,137.56984939691745,200
1361,141.2798815998907,200
1421,144.1254552354477,200
1482,148.04911774577602,200
1542,151.15180045730824,200
1603,153.96666762924485,200
1663,156.83147769200275,200
1724,159.3031250842895,200
1784,161.6857153842194,200
1845,164.25180697819917,200
1905,166.44191931641092,200
1966,168.92102377297613,200
2026,171.77594716457827,200
2087,174.0012186579346,200
2147,176.40564177765157,200
2208,178.35290719830334,200
2268,180.1622311731627,200
2329,182.00222949055785,200
2389,184.60841637319288,200
2450,186.23446243131764,200
2510,188.3928184394232,200
2571,189.9185962809737,200
2631,191.2267333190283,200
2692,193.25986432111438,200
2752,195.1348515439687,200
2813,195.75094695755627,200
2873,197.54775901497726,200
2934,198.60824797512407,200
2994,200.03093187155093,200
3055,201.3756355499596,200
3115,202.72556540297148,200
3176,204.2891012752549,200
3236,204.9161928924833,200
3297,206.1710136794262,200
3357,207.2939676318921,200
3418,208.55805578302864,200
3478,209.35355734209418,200
3539,210.4666360443963,200
3600,211.5402543282986,200
30,5.861411838181482,150
90,12.158159132410105,150
151,18.950961243312918,150
211,28.98058324684098,150
272,34.72929733395944,150
332,38.43795617004289,150
393,43.46637993041298,150
453,48.22928680441254,150
514,52.454520347340974,150
574,56.69291947871977,150
635,61.79737864080187,150
695,66.19347556348555,150
756,70.24020846508586,150
816,74.2691353953893,150
877,78.59981542523553,150
937,82.17614100105982,150
998,86.03409651245886,150
1058,89.6064607244922,150
1119,92.86630750246616,150
1179,96.24287357036872,150
1240,99.54766208308854,150
1300,102.39156618760501,150
1361,105.71737116953898,150
1421,108.45216386251525,150
1482,111.19868510731374,150
1542,113.73114956873394,150
1603,116.48861528209648,150
1663,119.16094428745953,150
1724,120.93084843136273,150
1784,123.02070232520362,150
1845,125.39800979656104,150
1905,128.03925500780826,150
1966,130.54537687127834,150
2026,132.43660393106404,150
2087,134.45722562944104,150
2147,135.91487651125078,150
2208,137.73241865066814,150
2268,139.41179322805158,150
2329,141.15338493999377,150
2389,143.04374074097007,150
2450,144.67675264517823,150
2510,145.9001131922256,150
2571,147.3789982938871,150
2631,148.84002016735678,150
2692,150.13442712055564,150
2752,151.79304683546445,150
2813,153.37207276362471,150
2873,154.30760540007225,150
2934,155.3819575873348,150
2994,156.39507101975107,150
3055,157.41005215268922,150
3115,158.8270452814196,150
3176,159.2780314887965,150
3236,160.9551245557003,150
3297,161.86741536900365,150
3357,163.0601288512304,150
3418,164.08683053788843,150
3478,164.52484951455256,150
3539,165.84576713629542,150
3600,166.47788395958275,150
30,4.7029107254732025,100
90,9.58380729819487,100
151,13.015245040677428,100
211,18.84908959777755,100
272,24.18728430195023,100
332,29.20724516417323,100
393,34.56089803111564,100
453,39.36375639179647,100
514,44.07852882324238,100
574,47.956684670992615,100
635,51.616040930056954,100
695,55.120463069524305,100
756,58.36228682533357,100
816,62.17783341775811,100
877,65.24033429688649,100
937,67.92396539624536,100
998,70.18717677121907,100
1058,72.3302439148419,100
1119,74.78376545524333,100
1179,77.46363614845376,100
1240,79.0111572317341,100
1300,81.10811709979356,100
1361,82.96461403991503,100
1421,84.65193857947935,100
1482,86.16406131608102,100
1542,88.67555540495391,100
1603,91.09673918421436,100
1663,93.0398031373445,100
1724,95.07498853241304,100
1784,96.3856424768619,100
1845,98.39804262240432,100
1905,100.0222193524412,100
1966,101.82539691171337,100
2026,103.69680267082117,100
2087,105.36738908310485,100
2147,106.64659147625002,100
2208,108.03559273002998,100
2268,109.3107861329679,100
2329,110.8333164324572,100
2389,112.26381280107557,100
2450,114.06064875906418,100
2510,114.917532952785,100
2571,116.02639720122033,100
2631,116.9956230653811,100
2692,118.02807239805429,100
2752,119.33482070334776,100
2813,119.85422071406606,100
2873,121.47341246935594,100
2934,122.47416428734118,100
2994,123.6575877892617,100
3055,124.65854100017395,100
3115,125.08425158519822,100
3176,126.3784240660832,100
3236,127.13495779612208,100
3297,127.81375211021555,100
3357,128.54863127897192,100
3418,129.17111164376047,100
3478,129.82403436294703,100
3539,130.43781908931965,100
3600,131.38924063197305,100
30,3.266846331425768,80
90,9.5100620176907,80
151,11.462002399318408,80
211,14.900882146666845,80
272,18.86622959325109,80
332,21.255382292433296,80
393,25.070502429963653,80
453,28.17838111166634,80
514,31.75643641033639,80
574,34.43544905598628,80
635,37.43033961849869,80
695,40.59834024188285,80
756,43.58139304255633,80
816,45.940610251272574,80
877,48.68918864396551,80
937,51.49744177157572,80
998,53.52442393010756,80
1058,55.841266910445256,80
1119,57.63065367733884,80
1179,60.47117189027222,80
1240,62.919560784441046,80
1300,64.95947558028115,80
1361,66.63527603042962,80
1421,68.99197032284928,80
1482,69.96019072383456,80
1542,72.25501700033692,80
1603,73.9575548244843,80
1663,75.55013767808532,80
1724,77.08838185119703,80
1784,78.3724313868488,80
1845,80.03641635345934,80
1905,81.63313958929803,80
1966,82.63078868529988,80
2026,84.58777092566038,80
2087,85.71690407133838,80
2147,87.32942510716566,80
2208,88.00888102073145,80
2268,89.23546639152232,80
2329,90.30536173353153,80
2389,91.6632821184462,80
2450,92.17816229263008,80
2510,93.72385301870258,80
2571,94.66533162222231,80
2631,95.80319754812285,80
2692,96.96713975342618,80
2752,97.46796264018894,80
2813,98.63220154198711,80
2873,99.14567844388944,80
2934,100.20825907492645,80
2994,100.68328276422835,80
3055,101.78239158099018,80
3115,101.94140353699413,80
3176,103.06577717544405,80
3236,103.84567135248267,80
3297,104.19176140333389,80
3357,105.25242444581204,80
3418,105.87806501260638,80
3478,106.69129519248418,80
3539,107.56153254860851,80
3600,108.2657951651538,80
30,3.041262314070309,60
90,6.852363983983537,60
151,9.503819970819677,60
211,13.097695082201426,60
272,16.209108080883425,60
332,18.176026584363626,60
393,21.570589376084627,60
453,24.96280390006973,60
514,26.826191388523284,60
574,29.551516252494707,60
635,32.23644650213214,60
695,34.7581467538904,60
756,36.3571437111907,60
816,37.69107416499719,60
877,38.5592172318743,60
937,40.46565519835326,60
998,41.53040853226139,60
1058,43.38069976049519,60
1119,44.87011615889196,60
1179,46.59966928641825,60
1240,48.517332853374,60
1300,50.147562592219856,60
1361,51.46712165880285,60
1421,52.82803857544354,60
1482,54.131316315520735,60
1542,55.60746383723426,60
1603,57.0843429836284,60
1663,58.84256301974847,60
1724,59.738063135337825,60
1784,60.82039022374033,60
1845,61.816153247933926,60
1905,62.81774015172073,60
1966,64.15535088590059,60
2026,64.65550662484611,60
2087,66.29394265190876,60
2147,67.2635342647859,60
2208,68.47811797181453,60
2268,69.45838444653486,60
2329,69.90478176775105,60
2389,71.19045766127056,60
2450,71.95548797867491,60
2510,72.6193211347952,60
2571,73.36916146152475,60
2631,73.9916418263133,60
2692,74.64456454549986,60
2752,75.25834927187248,60
2813,76.20977081452588,60
2873,76.88220245258844,60
2934,77.714567512229,60
2994,78.57569883314181,60
3055,79.14342702749991,60
3115,79.90343997248647,60
3176,80.63419070553368,60
3236,81.48669984495064,60
3297,82.03417672763794,60
3357,82.22508417459994,60
3418,82.85066041317691,60
3478,83.56016720483922,60
3539,84.10446085480316,60
3600,84.3788748251925,60
30,2.4055119799249383,40
90,3.4996337165048885,40
151,5.609556464470188,40
211,8.64118393343324,40
272,9.786234685459704,40
332,10.549870298072847,40
393,12.282299790793331,40
453,13.187913514741581,40
514,15.517275770457672,40
574,17.185679983326054,40
635,18.237024203690794,40
695,19.423002515774442,40
756,20.064669978221332,40
816,21.526597999831097,40
877,22.485746121282432,40
937,23.51424476857676,40
998,23.740816015917176,40
1058,23.740816015917176,40
1119,24.54371973025127,40
1179,25.485009338960253,40
1240,26.117197931963688,40
1300,26.952526169716805,40
1361,27.58461979054914,40
1421,28.387100268612357,40
1482,29.56098546673411,40
1542,29.863205685994444,40
1603,30.692844006104792,40
1663,30.801188832233095,40
1724,31.26057974009126,40
1784,32.222281273361546,40
1845,32.94718049181898,40
1905,33.31910018767803,40
1966,33.79389065167095,40
2026,34.20536281497425,40
2087,34.94191879439711,40
2147,35.141936325434244,40
2208,35.48441564931653,40
2268,35.644819168140884,40
2329,36.34777224370765,40
2389,36.66347614676209,40
2450,37.09074113041436,40
2510,37.52035402442084,40
2571,37.896596829871726,40
2631,38.091288711981065,40
2692,38.382317075107835,40
2752,38.382317075107835,40
2813,39.79303794907287,40
2873,40.69959520092823,40
2934,41.42717822891791,40
2994,41.73696884417279,40
3055,42.78257556341657,40
3115,43.43612501448433,40
3176,43.818372106095126,40
3236,44.82629062648505,40
3297,45.80454303345459,40
3357,46.318699878566804,40
3418,46.318699878566804,40
3478,46.63689584084682,40
3539,47.42634086976602,40
3600,48.36487257799524,40
30,1.0553512436466121,20
90,2.51145345323539,20
151,4.305203731263646,20
211,4.815930036369082,20
272,6.8060443026899975,20
332,7.666721689971155,20
393,8.624748097200609,20
453,9.794032517831852,20
514,11.26041323477034,20
574,11.479954011154291,20
635,11.7875212495926,20
695,11.84543879790931,20
756,12.345332810151831,20
816,13.047505727166367,20
